Table_Title,Page,ARV_Drug,Other_Drug,Interaction_Effect,Recommendations,Additional_Details
Table 22: Anticoagulants (also see prescribing information),63,Anticoagulants (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole | None: • Cilostazol may be metabolized by CYP3A; COBI-boosted EVG
can increase concentrations of this drug.
• Ticagrelor: Strong CYP3A4 inhibitors may increase ticagrelor
exposure.
• Clopidogrel: Boosted EVG significantly decreases production of
clopidogrel’s active metabolite.
• Prasugrel: Boosted EVG decreases prasugrel’s active
metabolite; however, adequate antiplatelet activity is
maintained.
• Vorapaxar: Increased vorapaxar levels are expected. | None_1: • Cilostazol: Monitor for antiplatelet effect. May be necessary to
use alternative antiplatelet medication or alternative ARV.
• Ticagrelor: To avoid increased bleeding risk, do not use
ticagrelor with strong CYP3A inhibitors, particularly COBI and
RTV.
• Clopidogrel, vorapaxar: Do not coadminister.
• Prasugrel: No dose adjustments are necessary."
Table 22: Anticoagulants (also see prescribing information),63,Anticoagulants (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole | None: • Cilostazol is metabolized by CYP3A; boosted PIs will increase
concentrations of this drug.
• Dipyridamole: RTV-boosted PIs may induce UGT enzymes,
which are responsible for metabolism of dipyridamole (not
seen with COBI).
• Ticagrelor: Strong CYP3A4 inhibitors may increase ticagrelor
exposure.
• Clopidogrel: Boosted PIs may decrease production of
clopidogrel’s active metabolite.
• Prasugrel: Boosted PIs may decrease prasugrel’s active
metabolite; however, adequate antiplatelet activity is
maintained.
• Vorapaxar: Increased vorapaxar levels are expected. | None_1: • Cilostazol: Monitor for antiplatelet effect; may be necessary to
use alternative antiplatelet medication or alternative ARV.
• Dipyridamole: Monitor for antiplatelet effect; use alternative
ARV or boost with COBI if necessary.
• Ticagrelor: To avoid increased bleeding risk, do not use
ticagrelor with strong CYP3A inhibitors, particularly COBI and
RTV.
• Clopidogrel, vorapaxar: Do not coadminister.
• Prasugrel: No dose adjustments are necessary."
Table 23: Antiplatelet Medications (also see prescribing information),64,Antiplatelet Medications (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole"
Table 23: Antiplatelet Medications (also see prescribing information),64,Antiplatelet Medications (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole | None: Mechanism of Action | None_1: Clinical Comments"
Table 23: Antiplatelet Medications (also see prescribing information),64,Antiplatelet Medications (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole | None: • Cilostazol: EFV and ETR may reduce cilostazol concentrations.
• Dipyridamole: EFV and ETR may induce UGT enzymes, which
are responsible for metabolism.
• Ticagrelor, clopidogrel: EFV and ETR reduce ticagrelor
concentrations and conversion of clopidogrel to its active
metabolite.
• Vorapaxar: When coadministered with ETR, vorapaxar levels
expected to be reduced. | None_1: • Cilostazol: Monitor for antiplatelet effect; may be necessary to
use alternative antiplatelet medication or alternative ARV.
• Dipyridamole: Monitor for antiplatelet effect; use alternative
ARV if necessary.
• Ticagrelor, clopidogrel: Use with EFV or ETR may reduce
antiplatelet effect; monitor closely for efficacy and use
alternative ARV if necessary.
• Prasugrel: When coadministered with ETR, no dose
adjustments are necessary.
• Vorapaxar: No data available."
Table 23: Antiplatelet Medications (also see prescribing information),64,Antiplatelet Medications (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole | None: • Cilostazol: EFV and ETR may reduce cilostazol concentrations.
• Dipyridamole: EFV and ETR may induce UGT enzymes, which
are responsible for metabolism.
• Ticagrelor, clopidogrel: EFV and ETR reduce ticagrelor
concentrations and conversion of clopidogrel to its active
metabolite.
• Vorapaxar: When coadministered with ETR, vorapaxar levels
expected to be reduced. | None_1: • Cilostazol: Monitor for antiplatelet effect; may be necessary to
use alternative antiplatelet medication or alternative ARV.
• Dipyridamole: Monitor for antiplatelet effect; use alternative
ARV if necessary.
• Ticagrelor, clopidogrel: Use with EFV or ETR may reduce
antiplatelet effect; monitor closely for efficacy and use
alternative ARV if necessary.
• Prasugrel: When coadministered with ETR, no dose
adjustments are necessary.
• Vorapaxar: No data available."
Table 23: Antiplatelet Medications (also see prescribing information),64,Antiplatelet Medications (also see prescribing information),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 23: Antiplatelet Medications (also see prescribing information),64,Antiplatelet Medications (also see prescribing information),,,,None: No significant interactions are expected. | None_1: No dose adjustments are necessary.
Table 23: Antiplatelet Medications (also see prescribing information),64,Antiplatelet Medications (also see prescribing information),,,,"None: • Simvastatin, lovastatin: Boosted EVG greatly increases
concentrations.
• Atorvastatin, rosuvastatin: Boosted EVG may moderately
increase concentrations.
• Fluvastatin: Interaction has not been studied, but potential for
moderate increase is possible.
• Pitavastatin, pravastatin: Although moderate increases are
possible, low doses are considered safe when used with
boosted EVG. | None_1: • Simvastatin, lovastatin: Concomitant use is contraindicated;
may increase muscle aches and risk of rhabdomyolysis; choose
alternative statin
• Atorvastatin:
‒ Avoid concomitant use of COBI and atorvastatin.
‒ If atorvastatin use is necessary, do not exceed 20 mg per
day.
• Rosuvastatin: Use lowest effective dose and titrate carefully to
achieve clinical effect; monitor closely for adverse effects.
• Fluvastatin: Do not coadminister. If use is required, use lowest
effective dose; monitor closely for safety and efficacy before
increasing statin dose.
• Pitavastatin, pravastatin: Use lowest effective doses of
pitavastatin and pravastatin; monitor for signs of toxicity,
including myopathy."
Table 24: Statins (also see prescribing information),65,Statins (also see prescribing information),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 24: Statins (also see prescribing information),65,Statins (also see prescribing information),,,,"None: • Simvastatin, lovastatin: Boosted ATV greatly increases
concentrations.
• Atorvastatin, rosuvastatin: Boosted ATV may moderately
increase concentrations.
• Fluvastatin: Interaction has not been studied, but potential for
moderate increase is possible.
• Pitavastatin, pravastatin: Although moderate increases are
possible, low doses are considered safe when used with
boosted PIs. | None_1: • Simvastatin, lovastatin: Concomitant use is contraindicated
due to potential for myopathy, including rhabdomyolysis.
Consider using low doses of alternative statins less likely to be
affected by boosted ATV use.
• Atorvastatin:
‒ Use with lowest effective doses; monitor closely for safety
and efficacy before increasing statin dose.
‒ Do not coadminister with COBI-boosted ATV due to
increased risk of rhabdomyolysis and myopathy.
• Rosuvastatin:
‒ Use with lowest effective doses; monitor closely for safety
and efficacy before increasing statin dose.
‒ If use is necessary, do not exceed 10 mg per day.
• Fluvastatin: Do not coadminister. If use is required, use lowest
effective dose; monitor closely for safety and efficacy before
increasing statin dose.
• Pitavastatin: Use at lowest effective dose.
• Pravastatin: If use is necessary, use lowest effective dose, and
monitor for signs of toxicity."
Table 24: Statins (also see prescribing information),65,Statins (also see prescribing information),,,,"None: • Simvastatin, lovastatin: Boosted DRV greatly increases
concentrations.
• Atorvastatin, rosuvastatin: Boosted DRV may moderately
increase concentrations.
• Fluvastatin: Interaction has not been studied, but potential for
moderate increase is possible.
• Pravastatin: Although moderate increases are possible, low
doses are considered safe when used with boosted PIs.
• Pitavastatin:
‒ Boosted DRV is less likely to interact compared to other
statins.
‒ When administered with RTV-boosted DRV, pitavastatin
AUC is decreased by 26%. | None_1: • Simvastatin, lovastatin:
‒ Concomitant use is contraindicated due to potential for
myopathy, including rhabdomyolysis.
‒ Consider using low doses of alternative statins less likely to
be affected by boosted DRV.
• Atorvastatin:
‒ When administered with RTV-boosted DRV, use lowest
effective dose; do not exceed 20 mg daily.
‒ If concomitant use is necessary, monitor closely for signs of
myopathy and rhabdomyolysis.
• Rosuvastatin:
‒ When possible, avoid concomitant use.
‒ If use is necessary, start with 10 mg per day; dose should
not exceed 20 mg per day.
• Fluvastatin: Do not coadminister. If use is required, use lowest
effective dose; monitor closely for safety and efficacy before
increasing statin dose.
• Pitavastatin: No dose adjustments are necessary.
• Pravastatin: If use is necessary, use lowest effective dose and
monitor for signs of toxicity."
Table 24: Statins (also see prescribing information),66,Statins (also see prescribing information),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 24: Statins (also see prescribing information),66,Statins (also see prescribing information),,,,"None: • Simvastatin, lovastatin: EFV and ETR may decrease
concentrations.
• Atorvastatin, pravastatin, fluvastatin: EFV and ETR may
modestly reduce concentrations.
• Pitavastatin, rosuvastatin: No significant interactions are
expected. | None_1: • Simvastatin, lovastatin: Monitor for efficacy. May warrant
increases in statin dose. Do not increase dose above maximum
recommended statin dose.
• Atorvastatin, pravastatin, fluvastatin: Monitor for cholesterol-
lowering effect of statins. May require increased dose.
• Pitavastatin, rosuvastatin: No dose adjustments are necessary."
Table 24: Statins (also see prescribing information),66,Statins (also see prescribing information),,,,"None: torvastatin, fluvastatin, pitavastatin, rosuvastatin, simvastatin:
Levels may increase with concurrent use of FTR. | None_1: se lowest possible statin starting dose; monitor for statin-
associated adverse effects."
